Name,Year,Position,Team,ADP,ProjectedPoints,ActualPoints
Mike Glennon,2013,QB,TB,999.00,0.00,196.02
Alshon Jeffery,2013,WR,CHI,138.01,0.00,194.60
Eric Decker,2013,WR,DEN,58.61,0.00,192.80
Fred Jackson,2013,RB,BUF,122.38,0.00,187.70
DeSean Jackson,2013,WR,PHI,70.01,0.00,187.40
Reggie Bush,2013,RB,DET,24.92,0.00,185.20
Ryan Mathews,2013,RB,SD,64.32,0.00,184.40
Jordy Nelson,2013,WR,GB,69.81,0.00,179.40
Frank Gore,2013,RB,SF,31.75,0.00,174.90
Le'Veon Bell,2013,RB,PIT,65.96,0.00,171.90
Andre Johnson,2013,WR,HOU,32.45,0.00,170.70
Alfred Morris,2013,RB,WAS,14.16,0.00,169.30
Giovani Bernard,2013,RB,CIN,63.80,0.00,166.90
Pierre Garcon,2013,WR,WAS,55.04,0.00,164.50
Vincent Jackson,2013,WR,TB,40.93,0.00,164.40
Joique Bell,2013,RB,DET,156.18,0.00,163.70
Anquan Boldin,2013,WR,SF,94.40,0.00,161.00
Vernon Davis,2013,TE,SF,57.80,0.00,161.00
Terrelle Pryor,2013,QB,OAK,999.00,0.00,157.52
Zac Stacy,2013,RB,STL,135.00,0.00,157.40
Larry Fitzgerald,2013,WR,ARI,30.05,0.00,154.20
Julius Thomas,2013,TE,DEN,999.00,0.00,150.80
Keenan Allen,2013,WR,SD,999.00,0.00,148.60
Danny Woodhead,2013,RB,SD,125.34,0.00,147.40
Julian Edelman,2013,WR,NE,999.00,0.00,146.70
Sam Bradford,2013,QB,STL,127.81,0.00,146.58
Maurice Jones-Drew,2013,RB,JAX,25.03,0.00,146.02
T.Y. Hilton,2013,WR,IND,78.78,0.00,138.90
Torrey Smith,2013,WR,BAL,66.32,0.00,138.80
Rashad Jennings,2013,RB,OAK,999.00,0.00,138.50
Marvin Jones,2013,WR,CIN,999.00,0.00,137.70
DeAngelo Williams,2013,RB,CAR,94.15,0.00,137.60
Riley Cooper,2013,WR,PHI,999.00,0.00,137.30
Tony Gonzalez,2013,TE,ATL,58.63,0.00,135.90
Wes Welker,2013,WR,DEN,42.53,0.00,135.80
Pierre Thomas,2013,RB,NO,125.79,0.00,134.20
Michael Floyd,2013,WR,ARI,117.31,0.00,134.10
Jordan Cameron,2013,TE,CLE,120.34,0.00,133.70
Jason Witten,2013,TE,DAL,52.91,0.00,133.10
Matt Cassel,2013,QB,MIN,999.00,0.00,129.98
Andre Ellington,2013,RB,ARI,999.00,0.00,126.30
Mike Wallace,2013,WR,MIA,75.29,0.00,126.30
Rashard Mendenhall,2013,RB,ARI,70.25,0.00,126.10
Brian Hartline,2013,WR,MIA,148.21,0.00,125.60
Matt Schaub,2013,QB,HOU,125.38,0.00,124.80
Marques Colston,2013,WR,NO,48.77,0.00,124.30
Donald Brown,2013,RB,IND,999.00,0.00,123.10
Golden Tate,2013,WR,SEA,106.88,0.00,122.90
C.J. Spiller,2013,RB,BUF,6.66,0.00,121.80
Victor Cruz,2013,WR,NYG,38.23,0.00,121.80
Christian Ponder,2013,QB,MIN,160.02,0.00,121.02
Ray Rice,2013,RB,BAL,9.31,0.00,120.10
Kendall Wright,2013,WR,TEN,153.00,0.00,119.90
Jerricho Cotchery,2013,WR,PIT,999.00,0.00,119.70
LeGarrette Blount,2013,RB,NE,159.74,0.00,119.00
Greg Olsen,2013,TE,CAR,98.65,0.00,117.60
Stevan Ridley,2013,RB,NE,23.75,0.00,117.50
Cordarrelle Patterson,2013,WR,MIN,144.26,0.00,116.70
BenJarvus Green-Ellis,2013,RB,CIN,96.84,0.00,115.80
Jake Locker,2013,QB,TEN,158.11,0.00,115.74
Steven Jackson,2013,RB,ATL,19.65,0.00,115.40
Harry Douglas,2013,WR,ATL,999.00,0.00,114.70
Emmanuel Sanders,2013,WR,PIT,125.43,0.00,114.50
Rod Streater,2013,WR,OAK,164.95,0.00,112.50
Eddie Royal,2013,WR,SD,999.00,0.00,111.20
Ben Tate,2013,RB,HOU,102.54,0.00,111.10
Michael Vick,2013,QB,PHI,117.21,0.00,111.00
Nate Washington,2013,WR,TEN,999.00,0.00,109.90
Trent Richardson,2013,RB,CLE,9.47,0.00,109.90
Doug Baldwin,2013,WR,SEA,999.00,0.00,108.40
Brandon Weeden,2013,QB,CLE,150.30,0.00,107.64
Antonio Gates,2013,TE,SD,78.70,0.00,107.20
Greg Jennings,2013,WR,MIN,95.71,0.00,104.40
Bilal Powell,2013,RB,NYJ,142.19,0.00,104.10
Martellus Bennett,2013,TE,CHI,116.59,0.00,103.90
Darren Sproles,2013,RB,NO,42.66,0.00,102.40
Chris Ivory,2013,RB,NYJ,75.05,0.00,102.30
Terrance Williams,2013,WR,DAL,999.00,0.00,102.00
Denarius Moore,2013,WR,OAK,127.97,0.00,99.50
Lamar Miller,2013,RB,MIA,43.28,0.00,97.90
James Jones,2013,WR,GB,68.94,0.00,97.70
Dwayne Bowe,2013,WR,KC,48.08,0.00,97.30
Mike Tolbert,2013,RB,CAR,176.71,0.00,96.50
Jared Cook,2013,TE,STL,95.59,0.00,95.10
Kenny Stills,2013,WR,NO,999.00,0.00,95.10
Rueben Randle,2013,WR,NYG,141.71,0.00,95.10
Brandon LaFell,2013,WR,CAR,152.67,0.00,94.20
Delanie Walker,2013,TE,TEN,999.00,0.00,93.10
Jarrett Boykin,2013,WR,GB,999.00,0.00,92.10
Tavon Austin,2013,WR,STL,78.65,0.00,90.90
DeAndre Hopkins,2013,WR,HOU,126.09,0.00,90.20
Hakeem Nicks,2013,WR,NYG,63.19,0.00,89.60
Jacquizz Rodgers,2013,RB,ATL,139.50,0.00,89.30
Coby Fleener,2013,TE,IND,150.31,0.00,88.80
Montee Ball,2013,RB,DEN,58.69,0.00,88.40
Matt Flynn,2013,QB,OAK,999.00,0.00,88.18
Shane Vereen,2013,RB,NE,70.93,0.00,87.50
Roddy White,2013,WR,ATL,35.86,0.00,87.10
Arian Foster,2013,RB,HOU,5.21,0.00,86.50
Brent Celek,2013,TE,PHI,166.33,0.00,84.20
Darren McFadden,2013,RB,OAK,39.74,0.00,83.34
Rob Gronkowski,2013,TE,NE,47.52,0.00,83.20
Daniel Thomas,2013,RB,MIA,148.70,0.00,82.90
Garrett Graham,2013,TE,HOU,999.00,0.00,82.50
James Starks,2013,RB,GB,999.00,0.00,82.20
Robert Woods,2013,WR,BUF,163.94,0.00,80.30
Marcel Reece,2013,RB,OAK,163.22,0.00,79.78
Stevie Johnson,2013,WR,BUF,999.00,0.00,78.70
Jerome Simpson,2013,WR,MIN,999.00,0.00,78.60
Brandon Myers,2013,TE,NYG,127.13,0.00,76.20
Aaron Dobson,2013,WR,NE,144.61,0.00,75.90
Dexter McCluster,2013,WR,KC,999.00,0.00,75.60
Scott Chandler,2013,TE,BUF,999.00,0.00,75.50
Danny Amendola,2013,WR,NE,49.35,0.00,75.40
Randall Cobb,2013,WR,GB,36.68,0.00,75.10
Andre Brown,2013,RB,NYG,88.99,0.00,73.50
Jeremy Kerley,2013,WR,NYJ,999.00,0.00,71.40
Zach Ertz,2013,TE,PHI,999.00,0.00,70.90
Kenbrell Thompkins,2013,WR,NE,135.07,0.00,70.60
Donnie Avery,2013,WR,KC,999.00,0.00,70.20
Jordan Reed,2013,TE,WAS,999.00,0.00,69.70
Julio Jones,2013,WR,ATL,23.91,0.00,68.70
Zach Miller,2013,TE,SEA,165.60,0.00,68.70
Tiquan Underwood,2013,WR,TB,999.00,0.00,68.00
Chris Ogbonnaya,2013,RB,CLE,999.00,0.00,66.30
Bernard Pierce,2013,RB,BAL,124.42,0.00,66.00
Reggie Wayne,2013,WR,IND,51.18,0.00,64.80
Mychal Rivera,2013,TE,OAK,999.00,0.00,64.70
Austin Pettis,2013,WR,STL,999.00,0.00,63.90
Jeff Cumberland,2013,TE,NYJ,999.00,0.00,63.80
Jermaine Gresham,2013,TE,CIN,151.42,0.00,63.80
Jacoby Jones,2013,WR,BAL,156.12,0.00,63.50
Heath Miller,2013,TE,PIT,162.26,0.00,63.30
Ace Sanders,2013,WR,JAX,999.00,0.00,61.64
Jarius Wright,2013,WR,MIN,999.00,0.00,61.40
Brandon Bolden,2013,RB,NE,999.00,0.00,60.30
Knile Davis,2013,RB,KC,155.11,0.00,59.70
Justin Hunter,2013,WR,TEN,999.00,0.00,59.40
Andre Roberts,2013,WR,ARI,166.86,0.00,59.10
Kris Durham,2013,WR,DET,999.00,0.00,59.00
Greg Little,2013,WR,CLE,161.24,0.00,58.50
Mohamed Sanu,2013,WR,CIN,153.66,0.00,58.10
Marcedes Lewis,2013,TE,JAX,159.67,0.00,57.90
Shonn Greene,2013,RB,TEN,142.14,0.00,57.40
Tyler Eifert,2013,TE,CIN,137.04,0.00,56.50
Doug Martin,2013,RB,TB,4.61,0.00,56.20
Chris Givens,2013,WR,NO,113.76,0.00,55.70
Chris Givens,2013,WR,STL,113.76,0.00,55.70
Lance Moore,2013,WR,NO,107.63,0.00,55.70
Santana Moss,2013,WR,WAS,165.19,0.00,55.70
Ladarius Green,2013,TE,SD,999.00,0.00,55.60
Leonard Hankerson,2013,WR,WAS,999.00,0.00,55.50
Jason Avant,2013,WR,PHI,999.00,0.00,54.70
David Nelson,2013,WR,CLE,999.00,0.00,54.30
Bryce Brown,2013,RB,PHI,126.42,0.00,53.80
Vincent Brown,2013,WR,SD,130.07,0.00,53.20
Kendall Hunter,2013,RB,SF,162.86,0.00,53.10
Brandon Pettigrew,2013,TE,DET,129.54,0.00,51.60
Santonio Holmes,2013,WR,NYJ,161.12,0.00,51.60
Mark Ingram,2013,RB,NO,98.05,0.00,51.40
Nate Burleson,2013,WR,DET,169.09,0.00,51.30
Kellen Winslow,2013,TE,NYJ,999.00,0.00,50.80
Brandon Gibson,2013,WR,MIA,999.00,0.00,50.60
Earl Bennett,2013,WR,CHI,999.00,0.00,50.30
A.J. Jenkins,2013,WR,SF,999.00,0.00,0.00
Adrien Robinson,2013,TE,NYG,999.00,0.00,0.00
Ahmad Bradshaw,2013,RB,IND,74.04,0.00,0.00
Aldrick Robinson,2013,WR,WAS,999.00,0.00,0.00
Alex Green,2013,RB,GB,999.00,0.00,0.00
Andre Caldwell,2013,WR,DEN,999.00,0.00,0.00
Andrew Hawkins,2013,WR,CIN,999.00,0.00,0.00
Andrew Quarless,2013,TE,GB,999.00,0.00,0.00
Anthony Dixon,2013,RB,SF,999.00,0.00,0.00
Anthony Fasano,2013,TE,KC,999.00,0.00,0.00
Anthony McCoy,2013,TE,SEA,999.00,0.00,0.00
Armanti Edwards,2013,WR,CAR,999.00,0.00,0.00
Armon Binns,2013,WR,MIA,999.00,0.00,0.00
Arrelious Benn,2013,WR,PHI,999.00,0.00,0.00
Bear Pascoe,2013,TE,NYG,999.00,0.00,0.00
Ben Hartsock,2013,TE,CAR,999.00,0.00,0.00
Ben Watson,2013,TE,NO,999.00,0.00,0.00
Blaine Gabbert,2013,QB,JAX,999.00,0.00,0.00
Blare Walsh,2013,DEF,MIN,999.00,0.00,0.00
Brad Smith,2013,WR,BUF,999.00,0.00,0.00
Brady Quinn,2013,QB,SEA,999.00,0.00,0.00
Brett Brackett,2013,TE,JAX,999.00,0.00,0.00
Brian Leonard,2013,RB,TB,999.00,0.00,0.00
Brian Quick,2013,WR,STL,999.00,0.00,0.00
Bruce Gradkowski,2013,QB,PIT,999.00,0.00,0.00
Cecil Shorts,2013,WR,JAX,82.88,0.00,0.00
Cedric Peerman,2013,RB,CIN,999.00,0.00,0.00
Charles Johnson,2013,WR,GB,999.00,0.00,0.00
Charlie Whitehurst,2013,QB,SD,999.00,0.00,0.00
Chase Coffman,2013,TE,ATL,999.00,0.00,0.00
Chicago,2013,DEF,CHI,999.00,0.00,0.00
Chris Harper,2013,WR,SEA,999.00,0.00,0.00
Christine Michael,2013,RB,SEA,999.00,0.00,0.00
Cincinatti,2013,DEF,CIN,999.00,0.00,0.00
Clyde Gates,2013,WR,NYJ,999.00,0.00,0.00
Colt McCoy,2013,QB,SF,999.00,0.00,0.00
Courtney Roby,2013,WR,NO,999.00,0.00,0.00
Craig Stevens,2013,TE,TEN,999.00,0.00,0.00
Cyrus Gray,2013,RB,KC,999.00,0.00,0.00
Da'Rel Scott,2013,RB,NYG,999.00,0.00,0.00
Da'Rick Rogers,2013,WR,BUF,999.00,0.00,0.00
Damaris Johnson,2013,WR,PHI,999.00,0.00,0.00
Dan Bailey,2013,RB,DAL,999.00,0.00,0.00
Dan Orlovsky,2013,QB,TB,999.00,0.00,0.00
Danario Alexander,2013,WR,SD,104.55,0.00,0.00
Daniel Fells,2013,TE,NE,999.00,0.00,0.00
Dante Rosario,2013,TE,DAL,999.00,0.00,0.00
Darius Reynaud,2013,RB,TEN,999.00,0.00,0.00
Darrius Heyward-Bey,2013,WR,IND,148.48,0.00,0.00
Daryl Richardson,2013,RB,STL,79.71,0.00,0.00
David Ausberry,2013,TE,OAK,999.00,0.00,0.00
David Gettis,2013,WR,CAR,999.00,0.00,0.00
David Reed,2013,WR,BAL,999.00,0.00,0.00
David Wilson,2013,RB,NYG,41.93,0.00,0.00
Davone Bess,2013,WR,CLE,999.00,0.00,0.00
Deji Karim,2013,RB,HOU,999.00,0.00,0.00
Delone Carter,2013,RB,IND,999.00,0.00,0.00
Denard Robinson,2013,RB,JAX,166.87,0.00,0.00
Dennis Pitta,2013,TE,BAL,77.41,0.00,0.00
Denver Defense,2013,RB,DEN,999.00,0.00,0.00
Deonte Thompson,2013,WR,BAL,999.00,0.00,0.00
Derek Hagan,2013,WR,TB,999.00,0.00,0.00
Devery Henderson,2013,WR,WAS,999.00,0.00,0.00
DeVier Posey,2013,WR,HOU,999.00,0.00,0.00
Devin Aromashodu,2013,WR,MIN,999.00,0.00,0.00
Dezmon Briscoe,2013,WR,WAS,999.00,0.00,0.00
Dion Lewis,2013,RB,CLE,999.00,0.00,0.00
Dion Sims,2013,TE,MIA,999.00,0.00,0.00
Domenik Hixon,2013,WR,CAR,999.00,0.00,0.00
Donald Jones,2013,WR,NE,999.00,0.00,0.00
Drew Davis,2013,WR,ATL,999.00,0.00,0.00
DuJuan Harris,2013,RB,GB,158.00,0.00,0.00
Dustin Keller,2013,TE,MIA,154.23,0.00,0.00
Dwayne Allen,2013,TE,IND,167.01,0.00,0.00
Dwayne Harris,2013,WR,DAL,999.00,0.00,0.00
E.J. Manuel,2013,QB,BUF,999.00,0.00,0.00
Ed Dickson,2013,TE,BAL,169.83,0.00,0.00
Evan Royster,2013,RB,WAS,999.00,0.00,0.00
Felix Jones,2013,RB,PIT,999.00,0.00,0.00
Fred Davis,2013,TE,WAS,141.40,0.00,0.00
Gary Barnidge,2013,TE,CLE,999.00,0.00,0.00
Gavin Escobar,2013,TE,DAL,999.00,0.00,0.00
Greg Jones,2013,RB,HOU,999.00,0.00,0.00
Greg Salas,2013,WR,PHI,999.00,0.00,0.00
Hayden Smith,2013,TE,NYJ,999.00,0.00,0.00
Henry Hynoski,2013,RB,NYG,999.00,0.00,0.00
Houston Texans,2013,DEF,HOU,999.00,0.00,0.00
Isaac Redman,2013,RB,PIT,999.00,0.00,0.00
Isaiah Pead,2013,RB,STL,148.12,0.00,0.00
Jacob Hester,2013,RB,DEN,999.00,0.00,0.00
Jacob Tamme,2013,TE,DEN,999.00,0.00,0.00
Jacoby Ford,2013,WR,OAK,999.00,0.00,0.00
Jake Ballard,2013,TE,NE,999.00,0.00,0.00
Jamar Newsome,2013,WR,KC,999.00,0.00,0.00
James Casey,2013,RB,PHI,167.77,0.00,0.00
Jason Snelling,2013,RB,ATL,999.00,0.00,0.00
Jed Collins,2013,RB,NO,999.00,0.00,0.00
Jeff Fuller,2013,WR,MIA,999.00,0.00,0.00
Jeff King,2013,TE,ARI,999.00,0.00,0.00
Jeremiah Johnson,2013,RB,DEN,999.00,0.00,0.00
Jeremy Maclin,2013,WR,PHI,98.61,0.00,0.00
Jermichael Finley,2013,TE,GB,82.13,0.00,0.00
Joe McKnight,2013,RB,NYJ,999.00,0.00,0.00
Joe Webb,2013,QB,MIN,999.00,0.00,0.00
Joel Dreessen,2013,TE,DEN,999.00,0.00,0.00
John Carlson,2013,TE,MIN,999.00,0.00,0.00
John Griffin,2013,RB,NYJ,999.00,0.00,0.00
John Kuhn,2013,RB,GB,999.00,0.00,0.00
John Phillips,2013,TE,SD,999.00,0.00,0.00
Johnathan Franklin,2013,RB,GB,139.88,0.00,0.00
Jon Baldwin,2013,WR,KC,999.00,0.00,0.00
Jonathan Dwyer,2013,RB,PIT,138.57,0.00,0.00
Jonathan Stewart,2013,RB,CAR,123.22,0.00,0.00
Jordan Shipley,2013,WR,JAX,999.00,0.00,0.00
Jordan White,2013,WR,NYJ,999.00,0.00,0.00
Joseph Morgan,2013,WR,NO,999.00,0.00,0.00
Joseph Randle,2013,RB,DAL,156.16,0.00,0.00
Josh Boyce,2013,WR,NE,999.00,0.00,0.00
Josh Cribbs,2013,WR,OAK,999.00,0.00,0.00
Josh Freeman,2013,QB,TB,128.78,0.00,0.00
Josh Morgan,2013,WR,WAS,999.00,0.00,0.00
Juron Criner,2013,WR,OAK,999.00,0.00,0.00
Justin Blackmon,2013,WR,JAX,133.56,0.00,0.00
Justin Forsett,2013,RB,JAX,999.00,0.00,0.00
Justin Tuncker,2013,RB,ARI,999.00,0.00,0.00
Kellen Davis,2013,TE,CLE,999.00,0.00,0.00
Kenjon Barner,2013,RB,CAR,999.00,0.00,0.00
Kenny Britt,2013,WR,TEN,100.72,0.00,0.00
Keshawn Martin,2013,WR,HOU,999.00,0.00,0.00
Kevin Kolb,2013,QB,BUF,999.00,0.00,0.00
Kevin Ogletree,2013,WR,TB,999.00,0.00,0.00
Kevin Walter,2013,WR,TEN,999.00,0.00,0.00
Kirk Cousins,2013,QB,WAS,999.00,0.00,0.00
Kyle Orton,2013,QB,DAL,999.00,0.00,0.00
Kyle Rudolph,2013,TE,MIN,92.88,0.00,0.00
LaMichael James,2013,RB,SF,154.84,0.00,0.00
Lance Ball,2013,RB,DEN,999.00,0.00,0.00
Lance Dunbar,2013,RB,DAL,999.00,0.00,0.00
Lance Kendricks,2013,TE,STL,999.00,0.00,0.00
LaRod Stephens-Howling,2013,RB,PIT,165.12,0.00,0.00
Laron Byrd,2013,WR,ARI,999.00,0.00,0.00
Latavius Murray,2013,RB,OAK,999.00,0.00,0.00
LaVon Brazill,2013,WR,IND,999.00,0.00,0.00
Le'Ron McClain,2013,RB,SD,999.00,0.00,0.00
Lee Smith,2013,TE,BUF,999.00,0.00,0.00
Leon Washington,2013,RB,NE,999.00,0.00,0.00
Lestar Jean,2013,WR,HOU,999.00,0.00,0.00
Louis Murphy,2013,WR,NYG,999.00,0.00,0.00
Luke Stocker,2013,TE,TB,999.00,0.00,0.00
Malcom Floyd,2013,WR,SD,153.45,0.00,0.00
Marcus Easley,2013,WR,BUF,999.00,0.00,0.00
Mario Manningham,2013,WR,SF,999.00,0.00,0.00
Mark Sanchez,2013,QB,NYJ,999.00,0.00,0.00
Markus Wheaton,2013,WR,PIT,999.00,0.00,0.00
Marquess Wilson,2013,WR,CHI,999.00,0.00,0.00
Marus Lattimore,2013,RB,SF,999.00,0.00,0.00
Matt Bryant,2013,RB,ARI,999.00,0.00,0.00
Matt Moore,2013,QB,MIA,999.00,0.00,0.00
Matt Prater,2013,RB,DEN,999.00,0.00,0.00
Matt Slater,2013,WR,NE,999.00,0.00,0.00
Matt Spaeth,2013,TE,PIT,999.00,0.00,0.00
Michael Bush,2013,RB,CHI,147.93,0.00,0.00
Michael Crabtree,2013,WR,SF,999.00,0.00,0.00
Michael Egnew,2013,TE,MIA,999.00,0.00,0.00
Michael Jenkins,2013,WR,NE,999.00,0.00,0.00
Michael Smith,2013,RB,TB,999.00,0.00,0.00
Mike Gillislee,2013,RB,MIA,144.74,0.00,0.00
Mike Goodson,2013,RB,NYJ,999.00,0.00,0.00
Mike Thomas,2013,WR,DET,999.00,0.00,0.00
Mike Williams,2013,WR,TB,95.46,0.00,0.00
Mikel Leshoure,2013,RB,DET,143.45,0.00,0.00
Miles Austin,2013,WR,DAL,96.11,0.00,0.00
Mohamed Massaquoi,2013,WR,JAX,999.00,0.00,0.00
Montario Hardesty,2013,RB,CLE,999.00,0.00,0.00
NE-Def,2013,RB,NE,999.00,0.00,0.00
Nick Toon,2013,WR,NO,999.00,0.00,0.00
Niles Paul,2013,TE,WAS,999.00,0.00,0.00
Owen Daniels,2013,TE,HOU,112.15,0.00,0.00
Patrick Edwards,2013,WR,DET,999.00,0.00,0.00
Percy Harvin,2013,WR,SEA,123.65,0.00,0.00
Peyton Hillis,2013,RB,TB,999.00,0.00,0.00
Phil Dawnson,2013,RB,SF,999.00,0.00,0.00
Phillip Tanner,2013,RB,DAL,999.00,0.00,0.00
Pittsburgh Defense,2013,RB,PIT,999.00,0.00,0.00
Quinton Patton,2013,WR,SF,999.00,0.00,0.00
Ramses Barden,2013,WR,NYG,999.00,0.00,0.00
Randy Bullock,2013,RB,HOU,999.00,0.00,0.00
Rhett Ellison,2013,TE,MIN,999.00,0.00,0.00
Ricardo Lockette,2013,WR,SF,999.00,0.00,0.00
Richard Gordon,2013,TE,OAK,999.00,0.00,0.00
Robert Housler,2013,TE,ARI,999.00,0.00,0.00
Robert Meachem,2013,WR,SD,999.00,0.00,0.00
Robert Turbin,2013,RB,SEA,165.03,0.00,0.00
Ronnie Brown,2013,RB,SD,999.00,0.00,0.00
Ronnie Hillman,2013,RB,DEN,104.15,0.00,0.00
Roy Helu,2013,RB,WAS,157.17,0.00,0.00
Ryan Broyles,2013,WR,DET,136.97,0.00,0.00
Ryan Mallett,2013,QB,NE,999.00,0.00,0.00
Ryan Swope,2013,WR,ARI,999.00,0.00,0.00
Ryan Williams,2013,RB,ARI,141.29,0.00,0.00
Sabastian Janikowski,2013,RB,OAK,999.00,0.00,0.00
San Fran,2013,DEF,SF,999.00,0.00,0.00
Seattle,2013,DEF,SEA,999.00,0.00,0.00
Seattle,2013,DEF,SEA,999.00,0.00,0.00
Shaun Draughn,2013,RB,KC,999.00,0.00,0.00
Shaun Hill,2013,QB,DET,999.00,0.00,0.00
Sidney Rice,2013,WR,SEA,133.14,0.00,0.00
St. Louis Defense,2013,RB,STL,999.00,0.00,0.00
Stedman Bailey,2013,WR,STL,999.00,0.00,0.00
Stepfan Taylor,2013,RB,ARI,999.00,0.00,0.00
Stephen Gostkowski,2013,RB,NE,999.00,0.00,0.00
Stephen Hill,2013,WR,NYJ,999.00,0.00,0.00
Steve Maneri,2013,TE,CHI,999.00,0.00,0.00
Steve Smith,2013,WR,CAR,64.72,0.00,0.00
T.J. Graham,2013,WR,BUF,999.00,0.00,0.00
T.J. Yates,2013,QB,HOU,999.00,0.00,0.00
Taiwan Jones,2013,RB,OAK,999.00,0.00,0.00
Tandon Doss,2013,WR,BAL,999.00,0.00,0.00
Tashard Choice,2013,RB,BUF,999.00,0.00,0.00
Terrance Copper,2013,WR,KC,999.00,0.00,0.00
Terrance Ganaway,2013,RB,STL,999.00,0.00,0.00
Tim Tebow,2013,QB,NE,999.00,0.00,0.00
Toby Gerhart,2013,RB,MIN,162.49,0.00,0.00
Tom Crabtree,2013,TE,TB,999.00,0.00,0.00
Tommy Streeter,2013,WR,BAL,999.00,0.00,0.00
Tony Moeaki,2013,TE,KC,999.00,0.00,0.00
Tony Scheffler,2013,TE,DET,999.00,0.00,0.00
Travis Benjamin,2013,WR,CLE,999.00,0.00,0.00
Travis Kelce,2013,TE,KC,999.00,0.00,0.00
Tyler Wilson,2013,QB,OAK,999.00,0.00,0.00
Vance McDonald,2013,TE,SF,999.00,0.00,0.00
Vick Ballard,2013,RB,IND,123.30,0.00,0.00
Virgil Green,2013,TE,DEN,999.00,0.00,0.00
Zach Sudfeld,2013,TE,NE,145.46,0.00,0.00
